day,value
603,47
604,40
605,6
606,10
607,45
608,69
609,40
610,34
611,23
612,9
613,5
614,33
615,39
616,36
617,24
618,31
619,5
620,5
621,27
622,29
623,20
624,15
625,16
626,4
627,8
628,20
629,8
630,6
631,1
632,12
633,1
634,6
635,13
636,16
637,14
638,9
639,8
640,2
641,2
642,4
643,28
644,14
645,17
646,16
647,2
648,3
649,25
650,31
651,16
652,21
653,22
654,10
655,2
656,30
657,42
658,23
659,36
660,20
661,9
662,5
663,42
664,42
665,26
666,32
667,22
668,6
669,7
670,31
671,58
672,44
673,26
674,38
675,6
676,6
677,41
678,48
679,42
680,37
681,50
682,3
683,10
684,58
685,74
686,53
687,35
688,37
689,11
690,2
691,52
692,37
693,54
694,30
695,43
696,9
697,2
698,42
699,42
700,35
701,26
702,26
703,7
704,5
705,25
706,29
707,24
708,26
709,19
710,5
711,5
712,42
713,27
714,21
715,19
716,18
717,2
718,2
719,30
720,31
721,20
722,22
723,10
724,5
725,1
726,18
727,30
728,19
729,21
730,15
731,6
732,5
733,34
734,21
735,24
736,17
737,17
738,5
739,3
740,29
741,30
742,22
743,23
744,22
745,4
746,5
747,35
748,21
749,23
750,14
751,15
752,16
753,2
754,26
755,32
756,26
757,11
758,19
759,6
760,8
761,11
762,29
763,35
764,36
765,26
766,10
767,5
768,31
769,29
770,34
771,31
772,31
773,10
774,10
775,33
776,25
777,28
778,12
779,17
780,5
781,1
782,20
783,28
784,19
785,17
786,8
787,2
788,1
789,4
790,20
791,20
792,13
793,11
794,6
795,3
796,15
797,16
798,4
799,16
800,19
801,3
802,2
803,15
804,11
805,5
806,15
807,12
808,2
809,4
810,9
811,12
812,11
813,6
814,4
815,1
816,2
817,15
818,11
819,10
820,13
821,11
822,3
823,6
824,15
825,10
826,10
827,6
828,14
829,5
830,0
831,10
832,6
833,7
834,6
835,10
836,5
837,3
838,15
839,9
840,8
841,4
842,6
843,1
844,1
845,3
846,3
847,2
848,8
849,2
850,3
851,5
852,8
853,9
854,0
855,2
856,5
857,6
858,2
859,5
860,5
861,4
862,3
863,5
864,0
865,1
866,8
867,11
868,8
869,4
870,6
871,2
872,0
873,6
874,8
875,10
876,2
877,1
878,2
879,1
880,4
881,8
882,1
883,1
884,4
885,1
886,1
887,7
888,2
889,3
890,1
891,7
892,3
893,1
894,3
895,2
896,4
897,7
898,3
899,2
900,1
