day,value
800,4
801,3
802,1
803,8
804,2
805,5
806,2
807,5
808,1
809,4
810,5
811,4
812,4
813,3
814,8
815,4
816,3
817,10
818,5
819,7
820,4
821,6
822,5
823,1
824,15
825,4
826,3
827,10
828,8
829,6
830,1
831,17
832,12
833,6
834,9
835,10
836,4
837,4
838,10
839,6
840,4
841,5
842,8
843,2
844,2
845,2
846,7
847,8
848,11
849,7
850,2
851,1
852,8
853,8
854,5
855,2
856,1
857,3
858,1
859,5
860,3
861,2
862,1
863,0
864,0
865,0
866,0
867,1
868,2
869,3
870,1
871,1
872,1
873,0
874,0
875,2
876,3
877,2
878,1
879,1
880,0
881,2
882,3
883,2
884,3
885,1
886,0
887,4
888,1
889,3
890,0
891,3
892,0
893,2
894,4
895,3
896,4
897,4
898,0
899,1
900,0
