day,value
753,264
754,1802
755,2477
756,1786
757,1535
758,1378
759,464
760,260
761,425
762,2561
763,3379
764,2687
765,2090
766,598
767,326
768,2899
769,2974
770,2036
771,1885
772,1453
773,528
774,286
775,2363
776,2446
777,1556
778,1275
779,1230
780,275
781,201
782,1549
783,1891
784,1166
785,897
786,723
787,209
788,126
789,220
790,1240
791,1290
792,790
793,595
794,143
795,91
796,789
797,792
798,514
799,464
800,505
801,137
802,75
803,592
804,676
805,106
806,673
807,579
808,137
809,92
810,737
811,756
812,653
813,536
814,474
815,155
816,99
817,824
818,1034
819,687
820,584
821,541
822,166
823,136
824,866
825,976
826,726
827,658
828,601
829,178
830,77
831,748
832,930
833,688
834,562
835,506
836,178
837,60
838,651
839,797
840,503
841,428
842,333
843,105
844,78
845,69
846,511
847,438
848,305
849,208
850,82
851,41
852,464
853,550
854,326
855,226
856,178
857,60
858,25
859,293
860,284
861,155
862,108
863,87
864,35
865,35
866,161
867,221
868,125
869,130
870,83
871,27
872,22
873,152
874,215
875,139
876,122
877,163
878,52
879,25
880,211
881,293
882,168
883,156
884,127
885,36
886,26
887,222
888,227
889,135
890,119
891,110
892,39
893,58
894,162
895,241
896,150
897,168
898,135
899,50
900,58
