day,value
374,20
375,16
376,23
377,21
378,33
379,23
380,25
381,27
382,25
383,36
384,33
385,20
386,33
387,42
388,40
389,34
390,47
391,42
392,41
393,38
394,64
395,51
396,39
397,53
398,81
399,73
400,60
401,93
402,72
403,56
404,122
405,113
406,111
407,90
408,136
409,135
410,119
411,174
412,198
413,223
414,221
415,232
416,235
417,160
418,264
419,335
420,386
421,361
422,355
423,323
424,276
425,480
426,568
427,531
428,572
429,492
430,489
431,388
432,596
433,760
434,754
435,774
436,821
437,630
438,407
439,849
440,1170
441,823
442,1021
443,1329
444,898
445,566
446,1140
447,1227
448,1297
449,1157
450,1151
451,849
452,618
453,1082
454,1268
455,1295
456,1029
457,1048
458,649
459,542
460,850
461,1028
462,914
463,782
464,766
465,599
466,278
467,506
468,774
469,634
470,501
471,516
472,356
473,180
474,344
475,559
476,408
477,351
478,283
479,141
480,174
481,298
482,425
483,327
484,285
485,231
486,136
487,141
488,231
489,348
490,238
491,165
492,158
493,158
494,60
495,148
496,199
497,154
498,118
499,106
500,109
501,82
502,129
503,202
504,192
505,178
506,197
507,147
508,113
509,234
510,366
511,303
512,276
513,316
514,229
515,148
516,366
517,563
518,491
519,479
520,487
521,374
522,303
523,514
524,809
525,755
526,651
527,639
528,473
529,361
530,768
531,985
532,889
533,740
534,854
535,574
536,431
537,819
538,1072
539,1107
540,1010
541,891
542,623
543,375
544,876
545,1327
546,1227
547,1071
548,1017
549,681
550,382
551,948
552,1594
553,1604
554,1463
555,1416
556,1020
557,560
558,1539
559,1930
560,1984
561,2097
562,2022
563,1089
564,561
565,1773
566,2295
567,2041
568,1964
569,1715
570,972
571,517
572,1568
573,1972
574,1689
575,1442
576,1164
577,626
578,217
579,1078
580,1557
581,1117
582,980
583,884
584,497
585,258
586,856
587,1343
588,977
589,934
590,345
591,229
592,181
593,248
594,1180
595,1147
596,1017
597,693
598,227
599,153
600,923
601,958
602,625
603,583
604,456
605,126
606,83
607,692
608,678
609,459
610,464
611,390
612,115
613,70
614,469
615,460
616,362
617,280
618,276
619,96
620,59
621,345
622,374
623,277
624,257
625,199
626,53
627,41
628,262
629,290
630,177
631,52
632,122
633,61
634,41
635,338
636,298
637,229
638,189
639,220
640,67
641,33
642,90
643,406
644,387
645,358
646,342
647,80
648,74
649,409
650,413
651,349
652,322
653,333
654,123
655,68
656,535
657,603
658,502
659,524
660,534
661,156
662,122
663,751
664,833
665,681
666,705
667,521
668,134
669,90
670,812
671,845
672,786
673,613
674,566
675,173
676,116
677,837
678,1009
679,752
680,713
681,869
682,175
683,135
684,1036
685,1199
686,1004
687,867
688,799
689,238
690,135
691,1077
692,1101
693,856
694,661
695,519
696,92
697,72
698,807
699,923
700,615
701,458
702,461
703,132
704,62
705,680
706,683
707,478
708,373
709,444
710,100
711,108
712,646
713,613
714,460
715,396
716,356
717,99
718,45
719,517
720,547
721,324
722,341
723,304
724,100
725,61
726,424
727,463
728,376
729,306
730,291
731,76
732,77
733,466
734,403
735,402
736,320
737,295
738,95
739,88
740,501
741,524
742,353
743,486
744,418
745,134
746,85
747,664
748,715
749,637
750,586
751,525
752,241
753,145
754,921
755,1149
756,915
757,868
758,762
759,290
760,161
761,314
762,1407
763,1692
764,1480
765,1186
766,386
767,225
768,1603
769,1531
770,1157
771,1067
772,894
773,375
774,166
775,1314
776,1238
777,877
778,804
779,726
780,205
781,138
782,792
783,841
784,588
785,519
786,389
787,139
788,82
789,111
790,581
791,588
792,443
793,303
794,75
795,55
796,360
797,346
798,258
799,224
800,216
801,58
802,48
803,313
804,256
805,61
806,252
807,225
808,60
809,39
810,329
811,279
812,239
813,238
814,238
815,64
816,56
817,320
818,344
819,279
820,261
821,240
822,72
823,60
824,313
825,336
826,307
827,305
828,267
829,84
830,48
831,365
832,366
833,274
834,269
835,255
836,83
837,46
838,324
839,329
840,266
841,244
842,191
843,56
844,39
845,53
846,298
847,197
848,159
849,108
850,41
851,40
852,231
853,241
854,201
855,133
856,128
857,31
858,23
859,173
860,155
861,76
862,56
863,47
864,25
865,18
866,68
867,80
868,57
869,50
870,50
871,11
872,13
873,60
874,59
875,36
876,42
877,48
878,20
879,12
880,81
881,85
882,60
883,69
884,49
885,16
886,18
887,70
888,73
889,67
890,52
891,65
892,16
893,31
894,81
895,81
896,74
897,87
898,61
899,30
900,30
