day,value
519,1925
520,1792
521,1327
522,976
523,2018
524,3079
525,2663
526,2288
527,2242
528,1615
529,1085
530,2613
531,3015
532,2714
533,2422
534,2378
535,1694
536,1157
537,2366
538,2733
539,2827
540,2789
541,2312
542,1740
543,1097
544,2504
545,3439
546,3239
547,2831
548,2632
549,1902
550,1009
551,2901
552,4536
553,4391
554,4157
555,3777
556,2790
557,1485
558,4303
559,5086
560,5421
561,5691
562,4730
563,2789
564,1417
565,4276
566,5471
567,4881
568,4597
569,3639
570,1881
571,966
572,3182
573,4174
574,3463
575,2936
576,2134
577,1108
578,501
579,2336
580,2984
581,2373
582,2000
583,1640
584,988
585,568
586,1799
587,2332
588,1645
589,1521
590,641
591,383
592,392
593,388
594,1797
595,1903
596,1465
597,1128
598,396
599,289
600,1487
601,1463
602,1038
603,936
604,760
605,166
606,118
607,1030
608,954
609,723
610,659
611,546
612,170
613,95
614,749
615,621
616,598
617,411
618,380
619,109
620,107
621,468
622,455
623,312
624,309
625,269
626,55
627,69
628,347
629,347
630,232
631,64
632,191
633,67
634,76
635,373
636,374
637,318
638,303
639,232
640,87
641,65
642,85
643,539
644,611
645,627
646,554
647,128
648,139
649,850
650,834
651,659
652,697
653,594
654,157
655,138
656,864
657,1078
658,843
659,797
660,661
661,180
662,165
663,1006
664,1109
665,990
666,957
667,691
668,149
669,103
670,1057
671,1245
672,1039
673,944
674,803
675,195
676,177
677,1131
678,1437
679,1039
680,882
681,1163
682,241
683,164
684,1262
685,1449
686,1354
687,1000
688,834
689,175
690,120
691,1264
692,1115
693,927
694,687
695,553
696,121
697,76
698,894
699,891
700,638
701,529
702,492
703,121
704,96
705,708
706,778
707,590
708,524
709,522
710,103
711,93
712,665
713,710
714,494
715,408
716,344
717,97
718,58
719,558
720,563
721,459
722,440
723,350
724,80
725,64
726,536
727,591
728,349
729,388
730,311
731,97
732,55
733,465
734,466
735,415
736,355
737,323
738,85
739,61
740,540
741,535
742,473
743,500
744,340
745,94
746,64
747,656
748,730
749,638
750,524
751,475
752,163
753,91
754,784
755,1126
756,806
757,743
758,611
759,201
760,109
761,201
762,1086
763,1403
764,1218
765,990
766,261
767,129
768,1246
769,1238
770,910
771,922
772,706
773,217
774,108
775,1010
776,1035
777,754
778,613
779,522
780,135
781,79
782,708
783,898
784,474
785,404
786,338
787,112
788,46
789,92
790,535
791,573
792,357
793,284
794,84
795,43
796,361
797,427
798,275
799,175
800,219
801,64
802,36
803,307
804,316
805,57
806,355
807,288
808,59
809,44
810,396
811,408
812,323
813,262
814,211
815,69
816,59
817,428
818,493
819,342
820,337
821,292
822,59
823,79
824,435
825,468
826,374
827,337
828,298
829,92
830,32
831,402
832,465
833,344
834,317
835,248
836,75
837,36
838,344
839,384
840,290
841,210
842,190
843,51
844,28
845,20
846,247
847,181
848,149
849,112
850,42
851,21
852,172
853,274
854,178
855,100
856,102
857,29
858,14
859,125
860,137
861,90
862,57
863,64
864,15
865,15
866,87
867,108
868,71
869,68
870,74
871,19
872,19
873,104
874,122
875,95
876,79
877,81
878,27
879,9
880,106
881,153
882,84
883,83
884,78
885,16
886,19
887,90
888,105
889,84
890,76
891,77
892,21
893,18
894,92
895,144
896,86
897,126
898,89
899,27
900,36
